date,name,price,person,level,review_count,review_group,score,city,city_details,day,month,peak
2023-08-07,호텔 비 제주,55833,4인,비지니스,105.0,500 미만,4.2,제주시,연동,7,August,성수기
2023-08-07,호텔 샬롬,86000,4인,4성급,1368.0,500 이상,4.5,제주시,이도이동,7,August,성수기
2023-08-07,호텔 서귀피안 ,144167,2인,관광,123.0,500 미만,4.8,서귀포시,보목동,7,August,성수기
2023-08-07,호텔 스위트캐슬,104400,2인,비지니스,153.0,500 미만,4.6,제주시,조천읍,7,August,성수기
2023-08-07,호텔 스카이파크 제주 1호점,87524,4인,3성급,286.0,500 미만,4.4,제주시,연동,7,August,성수기
2023-08-07,호텔 앨리스 앤 트렁크,111667,2인,비지니스,180.0,500 미만,4.8,제주시,연동,7,August,성수기
2023-08-07,호텔 연,58333,2인,비지니스,342.0,500 미만,4.8,서귀포시,서귀동,7,August,성수기
2023-08-07,호텔 윈스토리,96632,4인,비지니스,1344.0,500 이상,4.6,서귀포시,서귀동,7,August,성수기
2023-08-07,호텔 징크 서귀포,63000,4인,비지니스,184.0,500 미만,4.7,서귀포시,서귀동,7,August,성수기
2023-08-07,호텔 캘리포니아 제주,76333,2인,2성급,29.0,500 미만,4.5,서귀포시,강정동,7,August,성수기
2023-08-07,호텔 컬리넌 제주,75750,4인,2성급,268.0,500 미만,4.2,제주시,연동,7,August,성수기
2023-08-07,호텔 케니 모슬포,83286,4인,비지니스,323.0,500 미만,4.8,서귀포시,대정읍,7,August,성수기
2023-08-07,호텔 케니 서귀포,54971,2인,비지니스,2471.0,500 이상,4.6,서귀포시,서귀동,7,August,성수기
2023-08-07,호텔 토스카나,356000,4인,4성급,1602.0,500 이상,4.8,서귀포시,강정동,7,August,성수기
2023-08-07,호텔 통 연동,58500,4인,비지니스,72.0,500 미만,3.6,제주시,연동,7,August,성수기
2023-08-07,호텔 하루시다,436667,4인,관광,35.0,500 미만,4.9,서귀포시,안덕면,7,August,성수기
2023-08-07,호텔 휴식 서귀포,52333,4인,3성급,563.0,500 이상,4.6,서귀포시,서귀동,7,August,성수기
2023-08-07,호텔W신제주점,67500,2인,비지니스,19.0,500 미만,4.5,제주시,연동,7,August,성수기
2023-08-07,호텔시리우스제주,159498,2인,4성급,1684.0,500 이상,4.7,제주시,연동,7,August,성수기
2023-08-07,호텔아로하,120333,2인,관광,143.0,500 미만,4.3,서귀포시,성산읍,7,August,성수기
2023-08-07,호텔위드시티,73660,4인,비지니스,186.0,500 미만,4.7,제주시,노형동,7,August,성수기
2023-08-07,호텔이디,69250,4인,비지니스,90.0,500 미만,4.7,서귀포시,남원읍,7,August,성수기
2023-08-07,화이트하우스 호텔,117167,4인,관광,275.0,500 미만,4.2,제주시,용담삼동,7,August,성수기
2023-08-07,훈데르트힐즈,536000,4인,가족호텔,9.0,500 미만,4.8,제주시,우도면,7,August,성수기
2023-08-07,히든 클리프 호텔 & 네이쳐,361000,2인,5성급,1402.0,500 이상,4.8,서귀포시,상예동,7,August,성수기
2023-08-08,Premium 리벤시아 풀빌라&호텔,814286,4인,가족호텔,34.0,500 미만,4.2,제주시,한림읍,8,August,성수기
2023-08-08,[대규모특가] 탑스텐 빌라드애월,276150,4인,가족호텔,256.0,500 미만,4.6,제주시,애월읍,8,August,성수기
2023-08-08,갤러리 호텔 비앤비,52000,2인,비지니스,261.0,500 미만,4.3,제주시,연동,8,August,성수기
2023-08-08,골드원 호텔&스위트,292250,4인,4성급,147.0,500 미만,4.8,서귀포시,서호동,8,August,성수기
2023-08-08,골든튤립 제주성산호텔,108273,2인,비지니스,376.0,500 미만,4.5,서귀포시,성산읍,8,August,성수기
2023-08-08,그라벨 호텔 제주,155000,2인,4성급,703.0,500 이상,4.6,제주시,외도일동,8,August,성수기
2023-08-08,그랜드 밀리언스 호텔 서귀포,50240,2인,비지니스,1326.0,500 이상,4.7,서귀포시,서호동,8,August,성수기
2023-08-08,그랜드 조선 제주,634261,2인,5성급,273.0,500 미만,4.8,서귀포시,색달동,8,August,성수기
2023-08-08,그랜드 조선 제주,658132,4인,5성급,273.0,500 미만,4.8,서귀포시,색달동,8,August,성수기
2023-08-08,그랜드 하얏트 제주,667590,2인,5성급,800.0,500 이상,4.8,제주시,노형동,8,August,성수기
2023-08-08,그랜드메르호텔 제주,90000,2인,2성급,239.0,500 미만,4.5,서귀포시,하예동,8,August,성수기
2023-08-08,글로스터호텔제주,106143,4인,비지니스,897.0,500 이상,4.7,제주시,연동,8,August,성수기
2023-08-08,까사로마 호텔,164000,4인,4성급,847.0,500 이상,4.8,서귀포시,서귀동,8,August,성수기
2023-08-08,꼬뜨도르 호텔,100000,4인,관광,211.0,500 미만,4.1,제주시,구좌읍,8,August,성수기
2023-08-08,노블피아 호텔,89842,4인,비지니스,1635.0,500 이상,4.7,서귀포시,서귀동,8,August,성수기
2023-08-08,노형호텔,81667,4인,비지니스,84.0,500 미만,4.5,제주시,노형동,8,August,성수기
2023-08-08,뉴제주 호텔,45750,2인,비지니스,120.0,500 미만,4.0,제주시,노형동,8,August,성수기
2023-08-08,다인오세아노호텔,373028,4인,4성급,223.0,500 미만,4.5,제주시,애월읍,8,August,성수기
2023-08-08,더 그랜드 섬오름,234740,2인,4성급,238.0,500 미만,4.7,서귀포시,법환동,8,August,성수기
2023-08-08,더 베스트 제주 성산,95357,4인,비지니스,1634.0,500 이상,4.5,서귀포시,성산읍,8,August,성수기
2023-08-08,디 아넥스 호텔 (포도호텔 별관),302942,2인,4성급,48.0,500 미만,4.8,서귀포시,안덕면,8,August,성수기
2023-08-08,라림부띠끄호텔,125000,2인,비지니스,11.0,500 미만,4.8,서귀포시,안덕면,8,August,성수기
2023-08-08,라마다 바이 윈덤 제주 더 함덕 호텔,196778,4인,비지니스,211.0,500 미만,4.5,제주시,조천읍,8,August,성수기
2023-08-08,라마다 제주시티 호텔,134250,2인,비지니스,1646.0,500 이상,4.6,제주시,이도이동,8,August,성수기
2023-08-08,라마다 프라자 제주 호텔,245000,4인,5성급,328.0,500 미만,4.7,제주시,삼도이동,8,August,성수기
2023-08-08,랜딩관 제주신화월드 호텔앤리조트,328561,4인,5성급,1395.0,500 이상,4.8,서귀포시,안덕면,8,August,성수기
2023-08-08,롯데시티호텔 제주,187313,2인,4성급,740.0,500 이상,4.8,제주시,연동,8,August,성수기
2023-08-08,롯데호텔 제주,596454,2인,5성급,644.0,500 이상,4.8,서귀포시,색달동,8,August,성수기
2023-08-08,루체빌,164706,2인,레지던스,370.0,500 미만,4.5,서귀포시,안덕면,8,August,성수기
2023-08-08,루체빌,211765,4인,레지던스,370.0,500 미만,4.5,서귀포시,안덕면,8,August,성수기
2023-08-08,리시온 호텔,74967,2인,1성급,205.0,500 미만,4.1,서귀포시,표선면,8,August,성수기
2023-08-08,메리어트관 제주신화월드 호텔앤리조트,393800,4인,5성급,275.0,500 미만,4.8,서귀포시,안덕면,8,August,성수기
2023-08-08,메종 글래드 제주,221773,4인,5성급,1296.0,500 이상,4.6,제주시,연동,8,August,성수기
2023-08-08,모멘토호텔,72000,4인,관광,71.0,500 미만,4.4,서귀포시,서귀동,8,August,성수기
2023-08-08,모슬포호텔,51333,2인,1성급,450.0,500 미만,4.3,서귀포시,대정읍,8,August,성수기
2023-08-08,미주 호텔,58000,4인,관광,27.0,500 미만,3.6,제주시,연동,8,August,성수기
2023-08-08,베니키아 호텔 제주,89286,4인,3성급,531.0,500 이상,4.3,제주시,애월읍,8,August,성수기
2023-08-08,베스트웨스턴 제주,126917,2인,4성급,2183.0,500 이상,4.5,제주시,노형동,8,August,성수기
2023-08-08,베스트웨스턴 제주,117083,4인,4성급,2183.0,500 이상,4.5,제주시,노형동,8,August,성수기
2023-08-08,베이힐풀앤빌라,776875,4인,4성급,35.0,500 미만,4.8,서귀포시,하예동,8,August,성수기
2023-08-08,브라운스위트 제주 호텔,99000,4인,비지니스,1935.0,500 이상,4.3,서귀포시,성산읍,8,August,성수기
2023-08-08,블랙샌즈호텔 제주,62500,4인,3성급,484.0,500 미만,4.5,제주시,삼양이동,8,August,성수기
2023-08-08,블루스프링 부띠끄호텔,237700,4인,부티크,58.0,500 미만,4.2,제주시,한림읍,8,August,성수기
2023-08-08,블루하와이 호텔,70000,4인,관광,930.0,500 이상,4.5,제주시,한림읍,8,August,성수기
2023-08-08,블룸 호텔,153500,4인,3성급,57.0,500 미만,4.6,서귀포시,색달동,8,August,성수기
2023-08-08,비치스토리호텔,77500,2인,관광,104.0,500 미만,4.3,제주시,조천읍,8,August,성수기
2023-08-08,비케이호텔 인 제주,68567,4인,3성급,182.0,500 미만,4.7,서귀포시,서귀동,8,August,성수기
2023-08-08,빠레브호텔,154933,4인,4성급,454.0,500 미만,4.7,서귀포시,강정동,8,August,성수기
2023-08-08,사하라 관광호텔,67500,4인,1성급,42.0,500 미만,4.4,제주시,삼도일동,8,August,성수기
2023-08-08,샐리스 호텔,146000,4인,가족호텔,43.0,500 미만,4.5,제주시,애월읍,8,August,성수기
2023-08-08,서귀포 JS호텔,106725,4인,비지니스,889.0,500 이상,4.6,서귀포시,법환동,8,August,성수기
2023-08-08,서귀포 런,83200,4인,관광,319.0,500 미만,4.8,서귀포시,서귀동,8,August,성수기
2023-08-08,서귀포 브리즈베이 호텔,110833,4인,3성급,139.0,500 미만,4.7,서귀포시,성산읍,8,August,성수기
2023-08-08,서귀포 칼 호텔,266200,2인,5성급,249.0,500 미만,4.6,서귀포시,토평동,8,August,성수기
2023-08-08,서머셋 제주신화월드,782100,4인,5성급,134.0,500 미만,4.8,서귀포시,안덕면,8,August,성수기
2023-08-08,성산 아쿠아비치호텔,56000,4인,비지니스,245.0,500 미만,4.2,서귀포시,성산읍,8,August,성수기
2023-08-08,성산비치호텔,58500,4인,2성급,84.0,500 미만,4.3,서귀포시,성산읍,8,August,성수기
2023-08-08,솔동산스테이,158997,4인,레지던스,57.0,500 미만,4.9,서귀포시,서귀동,8,August,성수기
2023-08-08,스와브 호텔,82333,4인,관광,271.0,500 미만,4.7,서귀포시,서홍동,8,August,성수기
2023-08-08,스위트 호텔 제주,263333,2인,5성급,183.0,500 미만,4.7,서귀포시,색달동,8,August,성수기
2023-08-08,스위트메이 서귀포 호텔,92111,4인,비지니스,317.0,500 미만,4.7,서귀포시,강정동,8,August,성수기
2023-08-08,스타즈호텔 제주 로베로,74217,2인,3성급,1316.0,500 이상,4.3,제주시,삼도이동,8,August,성수기
2023-08-08,신라스테이 제주,174541,2인,4성급,979.0,500 이상,4.7,제주시,연동,8,August,성수기
2023-08-08,신신호텔 서귀포점,81491,4인,4성급,913.0,500 이상,4.6,서귀포시,서귀동,8,August,성수기
2023-08-08,신신호텔 제주공항,111276,4인,비지니스,592.0,500 이상,4.3,제주시,연동,8,August,성수기
2023-08-08,신신호텔 제주오션,89860,4인,비지니스,2292.0,500 이상,4.3,서귀포시,서귀동,8,August,성수기
2023-08-08,신신호텔 제주월드컵점,54709,4인,비지니스,1633.0,500 이상,4.5,서귀포시,서호동,8,August,성수기
2023-08-08,신신호텔 천지연점,80683,4인,비지니스,1205.0,500 이상,4.5,서귀포시,서귀동,8,August,성수기
2023-08-08,신화관 제주신화월드 호텔앤리조트,514450,4인,5성급,933.0,500 이상,4.8,서귀포시,안덕면,8,August,성수기
2023-08-08,심스호텔,65000,2인,비지니스,271.0,500 미만,4.3,제주시,건입동,8,August,성수기
2023-08-08,썬라이즈호텔 섭지코지점,96667,4인,비지니스,92.0,500 미만,4.4,서귀포시,성산읍,8,August,성수기
2023-08-08,썬라이즈호텔 성산점,120000,2인,2성급,105.0,500 미만,4.5,서귀포시,성산읍,8,August,성수기
2023-08-08,씨스테이 호텔&스파,119000,2인,관광,334.0,500 미만,4.5,제주시,애월읍,8,August,성수기
2023-08-08,씨에스 호텔,692083,4인,5성급,99.0,500 미만,4.7,서귀포시,중문동,8,August,성수기
2023-08-08,씨클리프호텔 제주,109500,4인,관광,8.0,500 미만,4.4,제주시,애월읍,8,August,성수기
2023-08-08,아길라 호텔,225000,2인,가족호텔,64.0,500 미만,4.5,제주시,한림읍,8,August,성수기
2023-08-08,아스타 호텔,111000,4인,4성급,791.0,500 이상,4.7,제주시,삼도일동,8,August,성수기
2023-08-08,아시아호텔 제주,84000,2인,비지니스,519.0,500 이상,4.6,제주시,노형동,8,August,성수기
2023-08-08,아이리스호텔,74233,4인,부티크,4.0,500 미만,5.0,서귀포시,서귀동,8,August,성수기
2023-08-08,아이진 호텔,78800,2인,3성급,85.0,500 미만,4.4,제주시,연동,8,August,성수기
2023-08-08,알리바 호텔,81000,4인,비지니스,80.0,500 미만,4.2,제주시,삼도일동,8,August,성수기
2023-08-08,애월스테이 인 제주,218667,4인,부티크,136.0,500 미만,4.8,제주시,애월읍,8,August,성수기
2023-08-08,어반 아일랜드,78857,2인,3성급,310.0,500 미만,4.4,제주시,연동,8,August,성수기
2023-08-08,에벤에셀호텔,158333,2인,관광,57.0,500 미만,4.8,제주시,조천읍,8,August,성수기
2023-08-08,에이바 호텔 함덕,120000,2인,비지니스,5.0,500 미만,4.3,제주시,조천읍,8,August,성수기
2023-08-08,에코랜드 호텔,355000,4인,5성급,147.0,500 미만,4.8,제주시,조천읍,8,August,성수기
2023-08-08,엠버 호텔 제주,135100,2인,3성급,94.0,500 미만,4.5,제주시,연동,8,August,성수기
2023-08-08,엠스테이호텔 제주,73571,2인,비지니스,1296.0,500 이상,4.3,서귀포시,서귀동,8,August,성수기
2023-08-08,오드리 인 제주 호텔,87000,2인,3성급,218.0,500 미만,4.2,제주시,이호일동,8,August,성수기
2023-08-08,오션 그랜드 호텔,175000,4인,3성급,443.0,500 미만,4.1,제주시,조천읍,8,August,성수기
2023-08-08,오션스위츠 제주,147500,4인,4성급,699.0,500 이상,4.5,제주시,삼도이동,8,August,성수기
2023-08-08,위드스테이호텔,95714,2인,비지니스,933.0,500 이상,4.5,제주시,노형동,8,August,성수기
2023-08-08,윈스카이호텔,53717,4인,비지니스,420.0,500 미만,4.6,서귀포시,강정동,8,August,성수기
2023-08-08,유탑유블레스호텔 제주함덕,227889,4인,4성급,1003.0,500 이상,4.6,제주시,조천읍,8,August,성수기
2023-08-08,이큐 스테이,91846,2인,레지던스,37.0,500 미만,4.2,제주시,한림읍,8,August,성수기
2023-08-08,제이앤비 가족호텔,286250,4인,관광,45.0,500 미만,4.6,서귀포시,토평동,8,August,성수기
2023-08-08,제주 RA 관광호텔,45000,2인,비지니스,501.0,500 이상,4.4,제주시,오라이동,8,August,성수기
2023-08-08,제주 RA 관광호텔,47500,4인,비지니스,501.0,500 이상,4.4,제주시,오라이동,8,August,성수기
2023-08-08,제주 갤럭시호텔,95429,4인,3성급,74.0,500 미만,4.7,제주시,용담일동,8,August,성수기
2023-08-08,제주 글레즈하임호텔,183400,4인,비지니스,370.0,500 미만,4.7,서귀포시,강정동,8,August,성수기
2023-08-08,제주 금강산콘도,120000,4인,콘도,8.0,500 미만,3.5,제주시,한림읍,8,August,성수기
2023-08-08,제주 노블레스 관광호텔,98000,4인,3성급,130.0,500 미만,4.5,제주시,용담이동,8,August,성수기
2023-08-08,제주 노블레스 호텔,74000,4인,부티크,20.0,500 미만,4.3,제주시,연동,8,August,성수기
2023-08-08,제주 담스테이,122000,2인,비지니스,68.0,500 미만,4.3,제주시,삼도이동,8,August,성수기
2023-08-08,제주 더스테이센추리호텔,68000,4인,2성급,244.0,500 미만,4.3,제주시,애월읍,8,August,성수기
2023-08-08,제주 디아일랜드 블루,174893,4인,레지던스,491.0,500 미만,4.4,서귀포시,서귀동,8,August,성수기
2023-08-08,제주 레슬리 호텔,86667,4인,관광,488.0,500 미만,4.7,제주시,노형동,8,August,성수기
2023-08-08,제주 로긴호텔 (구 제주 오슬로호텔) ,78000,4인,2성급,474.0,500 미만,4.7,제주시,용담삼동,8,August,성수기
2023-08-08,제주 리치호텔,142700,4인,비지니스,361.0,500 미만,4.5,제주시,애월읍,8,August,성수기
2023-08-08,제주 메이 더 호텔,65500,4인,3성급,162.0,500 미만,4.2,제주시,구좌읍,8,August,성수기
2023-08-08,제주 메이저 호텔,70000,4인,비지니스,16.0,500 미만,4.2,제주시,연동,8,August,성수기
2023-08-08,제주 메이저2 호텔,67500,2인,비지니스,39.0,500 미만,4.5,제주시,연동,8,August,성수기
2023-08-08,제주 부영호텔&리조트,287100,4인,5성급,974.0,500 이상,4.7,서귀포시,중문동,8,August,성수기
2023-08-08,제주 브릭스 호텔,180933,4인,관광,64.0,500 미만,4.8,서귀포시,호근동,8,August,성수기
2023-08-08,제주 비스타케이 호텔 월드컵점,92176,4인,관광,268.0,500 미만,4.5,서귀포시,법환동,8,August,성수기
2023-08-08,제주 삼다호텔,57000,4인,비지니스,50.0,500 미만,4.3,제주시,용담삼동,8,August,성수기
2023-08-08,제주 센트럴시티 호텔,102323,4인,비지니스,595.0,500 이상,4.3,제주시,연동,8,August,성수기
2023-08-08,제주 스테이인 성산,75000,2인,관광,344.0,500 미만,4.4,서귀포시,성산읍,8,August,성수기
2023-08-08,제주 스테이호텔,41400,2인,비지니스,95.0,500 미만,4.0,제주시,삼도이동,8,August,성수기
2023-08-08,제주 슬림호텔,64333,4인,비지니스,17.0,500 미만,3.9,제주시,이도이동,8,August,성수기
2023-08-08,제주 오리엔탈 호텔,167500,2인,5성급,723.0,500 이상,4.4,제주시,삼도이동,8,August,성수기
2023-08-08,제주 오션스퀘어,222857,4인,가족호텔,421.0,500 미만,4.7,서귀포시,성산읍,8,August,성수기
2023-08-08,제주 웨스턴 그레이스 호텔,68920,2인,비지니스,538.0,500 이상,4.6,서귀포시,강정동,8,August,성수기
2023-08-08,제주 유티에스 빌리지,190600,4인,가족호텔,8.0,500 미만,3.2,제주시,애월읍,8,August,성수기
2023-08-08,제주 이화호텔,60000,4인,관광,485.0,500 미만,4.2,제주시,용담이동,8,August,성수기
2023-08-08,제주 조이호텔 (구. R&T호텔),84900,4인,비지니스,194.0,500 미만,3.9,제주시,삼도이동,8,August,성수기
2023-08-08,제주 참피온 호텔,46667,2인,비지니스,94.0,500 미만,4.2,제주시,삼도일동,8,August,성수기
2023-08-08,제주 케이관광호텔,80000,4인,관광,95.0,500 미만,4.5,제주시,연동,8,August,성수기
2023-08-08,제주 토비스 콘도 (오션동),110000,4인,콘도,49.0,500 미만,3.5,제주시,애월읍,8,August,성수기
2023-08-08,제주 토비스 콘도 (패밀리동),110000,4인,콘도,35.0,500 미만,3.9,제주시,애월읍,8,August,성수기
2023-08-08,제주 티라호텔,81953,2인,2성급,198.0,500 미만,4.8,서귀포시,성산읍,8,August,성수기
2023-08-08,제주 파인힐 호텔,52500,4인,3성급,171.0,500 미만,4.3,서귀포시,서귀동,8,August,성수기
2023-08-08,제주 팔레스호텔,74429,4인,3성급,561.0,500 이상,4.2,제주시,삼도이동,8,August,성수기
2023-08-08,제주 퍼시픽 호텔,165000,2인,4성급,20.0,500 미만,4.4,제주시,용담일동,8,August,성수기
2023-08-08,제주 하버호텔,72200,4인,2성급,317.0,500 미만,4.5,제주시,건입동,8,August,성수기
2023-08-08,제주 항공우주 호텔,111500,2인,비지니스,112.0,500 미만,4.5,서귀포시,안덕면,8,August,성수기
2023-08-08,제주 호텔 G,39000,2인,비지니스,150.0,500 미만,4.4,제주시,삼도일동,8,August,성수기
2023-08-08,"제주 휘슬락, BW 시그니처 컬렉션",136429,2인,4성급,2017.0,500 이상,4.5,제주시,건입동,8,August,성수기
2023-08-08,제주(애월) 마레보비치호텔,168100,4인,관광,184.0,500 미만,4.7,제주시,애월읍,8,August,성수기
2023-08-08,제주비치호텔W,173570,2인,비지니스,267.0,500 미만,4.1,제주시,조천읍,8,August,성수기
2023-08-08,제주비치호텔W,175330,4인,비지니스,267.0,500 미만,4.1,제주시,조천읍,8,August,성수기
2023-08-08,제주스카이호텔,84000,2인,비지니스,356.0,500 미만,4.7,제주시,한림읍,8,August,성수기
2023-08-08,제주신라호텔,572748,2인,5성급,338.0,500 미만,4.9,서귀포시,색달동,8,August,성수기
2023-08-08,제주씨앤관광호텔,46267,4인,3성급,208.0,500 미만,4.0,제주시,내도동,8,August,성수기
2023-08-08,제주애월 코쿤호텔,102500,2인,부티크,117.0,500 미만,4.5,제주시,애월읍,8,August,성수기
2023-08-08,제주유니호텔,280257,4인,4성급,300.0,500 미만,4.5,제주시,애월읍,8,August,성수기
2023-08-08,제주캐슬,92500,4인,레지던스,32.0,500 미만,3.4,서귀포시,호근동,8,August,성수기
2023-08-08,제주호텔 스카브로,245000,2인,가족호텔,33.0,500 미만,4.8,서귀포시,하예동,8,August,성수기
2023-08-08,제주호텔더엠,83444,4인,비지니스,440.0,500 미만,4.4,서귀포시,서귀동,8,August,성수기
2023-08-08,코델리아 리조트,80856,4인,4성급,121.0,500 미만,4.2,서귀포시,성산읍,8,August,성수기
2023-08-08,코델리아S 호텔,65300,4인,가족호텔,438.0,500 미만,4.5,서귀포시,성산읍,8,August,성수기
2023-08-08,코업시티호텔 성산,107333,2인,비지니스,1131.0,500 이상,4.5,서귀포시,성산읍,8,August,성수기
2023-08-08,코업시티호텔 하버뷰,98417,2인,비지니스,703.0,500 이상,4.7,서귀포시,남원읍,8,August,성수기
2023-08-08,타마라 제주,36500,2인,비지니스,55.0,500 미만,4.3,서귀포시,법환동,8,August,성수기
2023-08-08,탐라스테이 호텔,127367,2인,4성급,544.0,500 이상,4.5,제주시,애월읍,8,August,성수기
2023-08-08,파르나스 호텔 제주,1005950,2인,5성급,173.0,500 미만,4.9,서귀포시,색달동,8,August,성수기
2023-08-08,파르나스 호텔 제주,1190338,4인,5성급,173.0,500 미만,4.9,서귀포시,색달동,8,August,성수기
2023-08-08,파미유 스파 리조트,160000,4인,3성급,54.0,500 미만,4.5,서귀포시,강정동,8,August,성수기
2023-08-08,파크선샤인제주,126194,2인,3성급,1128.0,500 이상,4.8,서귀포시,서홍동,8,August,성수기
2023-08-08,파크선샤인제주,126516,4인,3성급,1128.0,500 이상,4.8,서귀포시,서홍동,8,August,성수기
2023-08-08,판타스틱 오션뷰 시드니호텔,94400,4인,3성급,158.0,500 미만,4.3,제주시,애월읍,8,August,성수기
2023-08-08,팜파스호텔 제주,70033,2인,비지니스,250.0,500 미만,4.7,제주시,용담삼동,8,August,성수기
2023-08-08,퍼스트70 호텔,99625,4인,비지니스,670.0,500 이상,4.6,서귀포시,서귀동,8,August,성수기
2023-08-08,펄호텔 제주,53833,2인,비지니스,96.0,500 미만,4.2,제주시,연동,8,August,성수기
2023-08-08,펄호텔 제주,48000,4인,비지니스,96.0,500 미만,4.2,제주시,연동,8,August,성수기
2023-08-08,풍경호텔,131357,4인,관광,55.0,500 미만,3.7,서귀포시,서홍동,8,August,성수기
2023-08-08,프리뮬러 호텔(구 산방산호텔),151118,4인,가족호텔,66.0,500 미만,4.7,서귀포시,대정읍,8,August,성수기
2023-08-08,플레이스캠프 제주,83700,2인,4성급,921.0,500 이상,4.6,서귀포시,성산읍,8,August,성수기
2023-08-08,피노호텔,76500,4인,비지니스,120.0,500 미만,4.8,서귀포시,서귀동,8,August,성수기
2023-08-08,한라궁 호텔,205875,4인,4성급,837.0,500 이상,4.5,서귀포시,토평동,8,August,성수기
2023-08-08,함덕비치스테이제주,148571,2인,비지니스,205.0,500 미만,4.5,제주시,조천읍,8,August,성수기
2023-08-08,해비치 호텔&리조트,479722,2인,5성급,365.0,500 미만,4.7,서귀포시,표선면,8,August,성수기
2023-08-08,해수스파호텔 코자,68333,4인,부티크,158.0,500 미만,4.5,서귀포시,대정읍,8,August,성수기
2023-08-08,호텔 골든데이지 서귀포오션,107917,4인,비지니스,1111.0,500 이상,4.5,서귀포시,서귀동,8,August,성수기
2023-08-08,호텔 난타 제주,173333,4인,4성급,597.0,500 이상,4.7,제주시,오등동,8,August,성수기
2023-08-08,호텔 더원,113400,4인,4성급,2451.0,500 이상,4.5,제주시,연동,8,August,성수기
2023-08-08,호텔 레오,121667,4인,4성급,216.0,500 미만,4.8,제주시,연동,8,August,성수기
2023-08-08,호텔 리젠트마린,141429,2인,비지니스,1080.0,500 이상,4.6,제주시,건입동,8,August,성수기
2023-08-08,호텔 버지니아,56667,2인,비지니스,385.0,500 미만,4.8,서귀포시,서귀동,8,August,성수기
2023-08-08,호텔 브릿지 서귀포,134822,2인,비지니스,312.0,500 미만,4.8,서귀포시,서귀동,8,August,성수기
2023-08-08,호텔 비 제주,68333,2인,비지니스,105.0,500 미만,4.2,제주시,연동,8,August,성수기
2023-08-08,호텔 비 제주,55833,4인,비지니스,105.0,500 미만,4.2,제주시,연동,8,August,성수기
2023-08-08,호텔 샬롬,86000,4인,4성급,1368.0,500 이상,4.5,제주시,이도이동,8,August,성수기
2023-08-08,호텔 서귀피안 ,137500,2인,관광,123.0,500 미만,4.8,서귀포시,보목동,8,August,성수기
2023-08-08,호텔 스위트캐슬,104400,2인,비지니스,153.0,500 미만,4.6,제주시,조천읍,8,August,성수기
2023-08-08,호텔 스카이파크 제주 1호점,89524,2인,3성급,286.0,500 미만,4.4,제주시,연동,8,August,성수기
2023-08-08,호텔 스카이파크 제주 1호점,87524,4인,3성급,286.0,500 미만,4.4,제주시,연동,8,August,성수기
2023-08-08,호텔 앨리스 앤 트렁크,111667,2인,비지니스,180.0,500 미만,4.8,제주시,연동,8,August,성수기
2023-08-08,호텔 연,58333,2인,비지니스,342.0,500 미만,4.8,서귀포시,서귀동,8,August,성수기
2023-08-08,호텔 윈스토리,96056,4인,비지니스,1344.0,500 이상,4.6,서귀포시,서귀동,8,August,성수기
2023-08-08,호텔 징크 서귀포,63000,4인,비지니스,184.0,500 미만,4.7,서귀포시,서귀동,8,August,성수기
2023-08-08,호텔 캘리포니아 제주,76333,2인,2성급,29.0,500 미만,4.5,서귀포시,강정동,8,August,성수기
2023-08-08,호텔 컬리넌 제주,66714,4인,2성급,268.0,500 미만,4.2,제주시,연동,8,August,성수기
2023-08-08,호텔 케니 모슬포,83286,4인,비지니스,323.0,500 미만,4.8,서귀포시,대정읍,8,August,성수기
2023-08-08,호텔 케니 서귀포,54971,2인,비지니스,2471.0,500 이상,4.6,서귀포시,서귀동,8,August,성수기
2023-08-08,호텔 토스카나,364333,4인,4성급,1602.0,500 이상,4.8,서귀포시,강정동,8,August,성수기
2023-08-08,호텔 통 연동,63000,4인,비지니스,72.0,500 미만,3.6,제주시,연동,8,August,성수기
2023-08-08,호텔 하루시다,346667,4인,관광,35.0,500 미만,4.9,서귀포시,안덕면,8,August,성수기
2023-08-08,호텔 휴식 서귀포,52333,4인,3성급,563.0,500 이상,4.6,서귀포시,서귀동,8,August,성수기
2023-08-08,호텔W신제주점,67500,2인,비지니스,19.0,500 미만,4.5,제주시,연동,8,August,성수기
2023-08-08,호텔시리우스제주,167642,2인,4성급,1684.0,500 이상,4.7,제주시,연동,8,August,성수기
2023-08-08,호텔아로하,120333,2인,관광,143.0,500 미만,4.3,서귀포시,성산읍,8,August,성수기
2023-08-08,호텔위드시티,73660,4인,비지니스,186.0,500 미만,4.7,제주시,노형동,8,August,성수기
2023-08-08,호텔이디,64800,4인,비지니스,90.0,500 미만,4.7,서귀포시,남원읍,8,August,성수기
2023-08-08,화이트하우스 호텔,117167,4인,관광,275.0,500 미만,4.2,제주시,용담삼동,8,August,성수기
2023-08-08,훈데르트힐즈,536000,4인,가족호텔,9.0,500 미만,4.8,제주시,우도면,8,August,성수기
2023-08-08,히든 클리프 호텔 & 네이쳐,361000,2인,5성급,1402.0,500 이상,4.8,서귀포시,상예동,8,August,성수기
2023-08-09,Premium 리벤시아 풀빌라&호텔,814286,4인,가족호텔,34.0,500 미만,4.2,제주시,한림읍,9,August,성수기
2023-08-09,[대규모특가] 탑스텐 빌라드애월,302600,4인,가족호텔,256.0,500 미만,4.6,제주시,애월읍,9,August,성수기
