date,name,type,seater,m_year,price,label
2023-08-01,모닝 어반 (만26세),휘발유,5인승,2021~22년형,80000,완전자차포함
2023-08-01,쏘나타뉴라이즈 (만26세),LPG,5인승,2017~18년형,81400,완전자차포함
2023-08-01,올뉴아반떼,휘발유,5인승,2020~22년형,87220,완전자차포함
2023-08-01,올뉴아반떼 (만26세),휘발유,5인승,2020~21년형,87220,완전자차포함
2023-08-01,2022 올뉴K3,휘발유,5인승,2022년형,87220,완전자차포함
2023-08-01,2022 더뉴레이,휘발유,5인승,2022년형,88320,완전자차포함
2023-08-01,쏘나타 DN8 (만26세),LPG,5인승,2019~21년형,90640,완전자차포함
2023-08-01,2018 i30 (만26세),휘발유,5인승,2018년형,91080,완전자차포함
2023-08-01,2022 트레일블레이저,휘발유,5인승,2022년형,92400,완전자차포함
2023-08-01,2023 더뉴모닝,휘발유,5인승,2023년형,93240,완전자차포함
2023-08-01,베뉴,휘발유,5인승,2019~22년형,94570,완전자차포함
2023-08-01,2023 더뉴레이,휘발유,5인승,2023년형,94720,완전자차포함
2023-08-01,3세대 K5 (만26세),LPG,5인승,2020~21년형,95040,완전자차포함
2023-08-01,쏘울 부스터 (만26세),휘발유,5인승,2019~21년형,96200,완전자차포함
2023-08-01,2020 올뉴K3 (만26세),휘발유,5인승,2020~21년형,97960,완전자차포함
2023-08-01,2023 베뉴,휘발유,5인승,2023년형,98000,완전자차포함
2023-08-01,올뉴카니발 9인승,경유,9인승,2015~18년형,98800,완전자차포함
2023-08-01,더뉴스타렉스 12인승,경유,12인승,2018~20년형,98800,완전자차포함
2023-08-01,더뉴K5 (휘발유/만26세),휘발유,5인승,2018~19년형,99960,완전자차포함
2023-08-01,쏘나타 DN8,LPG,5인승,2019~20년형,100940,완전자차포함
2023-08-01,2020 K5 DL3,LPG,5인승,2020~21년형,100940,완전자차포함
2023-08-01,그랜저IG (휘발유/LPG),휘발유/LPG,5인승,2017~19년형,102000,완전자차포함
2023-08-01,더뉴스타렉스어반 9인승,경유,9인승,2018~19년형,102600,완전자차포함
2023-08-01,2018 더뉴카니발 9인승,경유,9인승,2018~19년형,102600,완전자차포함
2023-08-01,2019 더뉴카니발 11인승,경유,11인승,2019~20년형,102600,완전자차포함
2023-08-01,2020 코란도 (휘발유),휘발유,5인승,2020년형,103400,완전자차포함
2023-08-01,쏘나타 DN8 (휘발유),휘발유,5인승,2019~20년형,105840,완전자차포함
2023-08-01,3세대 K5 (휘발유),휘발유,5인승,2020~21년형,105840,완전자차포함
2023-08-01,2020 코나 일렉트릭,전기,5인승,2020년형,106330,완전자차포함
2023-08-01,LF쏘나타 (휘발유/만26세),휘발유,5인승,2016년형,107160,완전자차포함
2023-08-01,캐스퍼,휘발유,4인승,2022년형,107520,완전자차포함
2023-08-01,쏘나타 디 엣지,LPG,5인승,2023년형,107800,완전자차포함
2023-08-01,쏘나타 디 엣지 (휘발유),휘발유,5인승,2023년형,107800,완전자차포함
2023-08-01,티볼리에어 (경유/휘발유),경유/휘발유,5인승,2016~18년형,108000,완전자차포함
2023-08-01,2022 올뉴K3 (만26세),휘발유,5인승,2022~23년형,108580,완전자차포함
2023-08-01,올뉴K5 (휘발유/만26세),휘발유,5인승,2016년형,109040,완전자차포함
2023-08-01,코나 / 스토닉,휘발유,5인승,2017~18년형,109200,완전자차포함
2023-08-01,2020 쏘나타 (휘/만26세),휘발유,5인승,2020~21년형,110160,완전자차포함
2023-08-01,K7 프리미어 (휘발유/LPG),휘발유/LPG,5인승,2019~21년형,112000,완전자차포함
2023-08-01,더뉴그랜저 (휘발유/LPG),휘발유/LPG,5인승,2020~22년형,112000,완전자차포함
2023-08-01,2022 K5 (휘발유),휘발유,5인승,2022년형,112200,완전자차포함
2023-08-01,2020 QM6 LPE,LPG,5인승,2020년형,112200,완전자차포함
2023-08-01,2021 4세대 투싼,경유,5인승,2021년형,112200,완전자차포함
2023-08-01,올뉴쏘렌토 7인승,경유,7인승,2017~19년형,112200,완전자차포함
2023-08-01,토레스,휘발유,5인승,2022~23년형,113950,완전자차포함
2023-08-01,2021 쏘나타 DN8 (휘),휘발유,5인승,2021~22년형,114480,완전자차포함
2023-08-01,2022 K5 (만26세),LPG,5인승,2022~23년형,114480,완전자차포함
2023-08-01,2021 티볼리에어,휘발유,5인승,2020~21년형,115710,완전자차포함
2023-08-01,디올뉴스포티지,경유,5인승,2021~22년형,116600,완전자차포함
2023-08-01,2021 4세대 투싼 (휘발유),휘발유,5인승,2021년형,117300,완전자차포함
2023-08-01,올뉴K7 (휘발유/LPG),휘발유/LPG,5인승,2016~17년형,117300,완전자차포함
2023-08-01,4세대카니발 9인승,경유,9인승,2020~22년형,118900,완전자차포함
2023-08-01,4세대카니발 9인승(휘발유),휘발유,9인승,2022~23년형,118900,완전자차포함
2023-08-01,스타리아 9인승,경유,9인승,2021년형,118900,완전자차포함
2023-08-01,올뉴카니발 11인승,경유,11인승,2015~18년형,119600,완전자차포함
2023-08-01,2019투싼 / 스포티지더볼드,경유,5인승,2019년형,121500,완전자차포함
2023-08-01,4세대 쏘렌토 (하이브리드),하이브리드,7인승,2021년형,121800,완전자차포함
2023-08-01,2022 QM6 (휘발유),휘발유,5인승,2022년형,121900,완전자차포함
2023-08-01,2023 쏘나타 DN8 (휘),휘발유,5인승,2023년형,123200,완전자차포함
2023-08-01,더뉴싼타페 7인승,경유,7인승,2020년형,124700,완전자차포함
2023-08-01,QM6 5인승,경유,5인승,2017~19년형,124950,완전자차포함
2023-08-01,아반떼 (하이브리드),하이브리드,5인승,2022년형,126000,완전자차포함
2023-08-01,4세대 투싼 (하이브리드),하이브리드,5인승,2021년형,126500,완전자차포함
2023-08-01,4세대쏘렌토 7인승,경유,7인승,2020~21년형,127600,완전자차포함
2023-08-01,더뉴싼타페 7인승 (휘),휘발유,7인승,2022년형,127600,완전자차포함
2023-08-01,K8 (휘발유),휘발유,5인승,2021~22년형,130200,완전자차포함
2023-08-01,그랜드스타렉스 12인승,경유,12인승,2015~17년형,131150,완전자차포함
2023-08-01,K8 (3.5LPG),LPG,5인승,2021~23년형,132000,완전자차포함
2023-08-01,디올뉴그랜저 (LPG),LPG,5인승,2023년형,134400,완전자차포함
2023-08-01,쉐보레 트래버스 (7인승),휘발유,7인승,2019년형,135450,완전자차포함
2023-08-01,베리뉴 티볼리(경유/휘발유),경유/휘발유,5인승,2020년형,136010,완전자차포함
2023-08-01,싼타페TM 7인승,경유,7인승,2018~19년형,137200,완전자차포함
2023-08-01,셀토스,휘발유,5인승,2020년형,137600,완전자차포함
2023-08-01,팰리세이드2.2 (8인승),경유,8인승,2019~20년형,138600,완전자차포함
2023-08-01,팰리세이드3.8 (8인승),휘발유,8인승,2019~20년형,138600,완전자차포함
2023-08-01,4세대카니발 7인승,경유,7인승,2021~22년형,139400,완전자차포함
2023-08-01,2021 아이오닉5,전기,5인승,2021~22년형,139650,완전자차포함
2023-08-01,디올뉴그랜저,휘발유,5인승,2023년형,140800,완전자차포함
2023-08-01,올뉴카니발리무진 7인승,경유,7인승,2017~18년형,153000,완전자차포함
2023-08-01,더뉴모하비 7인승,경유,7인승,2017~18년형,154350,완전자차포함
2023-08-01,더뉴카니발리무진 7인승,경유,7인승,2018~19년형,155000,완전자차포함
2023-08-01,4세대카니발 11인승,경유,11인승,2020~21년형,156600,완전자차포함
2023-08-01,EV6 (전기차),전기,5인승,2022년형,156800,완전자차포함
2023-08-01,2023 4세대카니발 9인승,경유,9인승,2023년형,156800,완전자차포함
2023-08-01,2023 4세대카니발 11인승,경유,11인승,2023년형,156800,완전자차포함
2023-08-01,더뉴팰리세이드 (휘),휘발유,8인승,2023년형,160600,완전자차포함
2023-08-01,제네시스 GV70 (휘),휘발유,5인승,2021년형,161700,완전자차포함
2023-08-01,제네시스 G80,휘발유,5인승,2017~19년형,162800,완전자차포함
2023-08-01,더뉴카니발 하이리무진,경유,7인승,2018~19년형,162800,완전자차포함
2023-08-01,더 K9,휘발유,5인승,2018~20년형,163800,완전자차포함
2023-08-01,제네시스 GV70,경유,5인승,2021년형,165550,완전자차포함
2023-08-01,올뉴제네시스 G80,휘발유,5인승,2020~21년형,167700,완전자차포함
2023-08-01,4세대쏘렌토 7인승 (휘),휘발유,7인승,2021년형,168200,완전자차포함
2023-08-01,2023 쏘렌토 5인승,경유,5인승,2023년형,173600,완전자차포함
2023-08-01,제네시스 GV80 (7인승),경유,7인승,2020~21년형,178500,완전자차포함
2023-08-01,2023 4세대카니발 7인승,경유,7인승,2023년형,183600,완전자차포함
2023-08-01,스타리아 11인승,경유,11인승,2022년형,194300,완전자차포함
2023-08-01,더뉴팰리세이드,경유,8인승,2023년형,204400,완전자차포함
2023-08-01,2023 제네시스 GV80(휘),휘발유,7인승,2023년형,275600,완전자차포함
2023-08-01,쏘울 부스터 (만26세),휘발유,5인승,2019~21년형,74400,자차미포함
2023-08-01,2020 올뉴K3 (만26세),휘발유,5인승,2020~21년형,81200,자차미포함
2023-08-01,베뉴,휘발유,5인승,2019~22년형,82500,자차미포함
2023-08-01,2018 i30 (만26세),휘발유,5인승,2018년형,82550,자차미포함
2023-08-01,2023 더뉴모닝,휘발유,5인승,2023년형,84500,자차미포함
2023-08-01,LF쏘나타 (휘발유/만26세),휘발유,5인승,2016년형,84800,자차미포함
2023-08-01,티볼리에어 (휘발유),휘발유,5인승,2018~20년형,85000,자차미포함
2023-08-01,더뉴K5 (휘발유/만26세),휘발유,5인승,2018~19년형,85800,자차미포함
2023-08-01,스토닉 (휘발유),휘발유,5인승,2018년형,85800,자차미포함
2023-08-01,코나 (휘발유),휘발유,5인승,2017~18년형,85800,자차미포함
2023-08-01,그랜저IG,휘발유,5인승,2017~19년형,85800,자차미포함
2023-08-01,2020 올뉴아반떼,휘발유,5인승,2020~21년형,88000,자차미포함
2023-08-01,올뉴아반떼 (만26세),휘발유,5인승,2020~21년형,88000,자차미포함
2023-08-01,올뉴K5 (휘발유/만26세),휘발유,5인승,2016년형,88000,자차미포함
2023-08-01,2023 베뉴,휘발유,5인승,2023년형,89250,자차미포함
2023-08-01,쏘나타 DN8 (만26세),LPG,5인승,2019~21년형,91000,자차미포함
2023-08-01,2022 올뉴K3 (만26세),휘발유,5인승,2022년형,91200,자차미포함
2023-08-01,K7 프리미어,휘발유,5인승,2019~21년형,91200,자차미포함
2023-08-01,K7 프리미어 (LPG),LPG,5인승,2019~20년형,91200,자차미포함
2023-08-01,2020 더뉴그랜저 (LPG),LPG,5인승,2020~22년형,91200,자차미포함
2023-08-01,2020 더뉴그랜저,휘발유,5인승,2019~21년형,91200,자차미포함
2023-08-01,2022 K5 (만26세),LPG,5인승,2022~23년형,92500,자차미포함
2023-08-01,2021 티볼리에어,휘발유,5인승,2020~21년형,92750,자차미포함
2023-08-01,올뉴K7 (LPG),LPG,5인승,2016년형,94600,자차미포함
2023-08-01,올뉴K7,휘발유,5인승,2016~17년형,94600,자차미포함
2023-08-01,2023 더뉴레이,휘발유,5인승,2023년형,94900,자차미포함
2023-08-01,2022 K5 (휘발유),휘발유,5인승,2022년형,95000,자차미포함
2023-08-01,2020 코나 일렉트릭,전기,5인승,2020년형,95000,자차미포함
2023-08-01,2019 스포티지 더볼드,경유,5인승,2019년형,95000,자차미포함
2023-08-01,3세대 K5 (만26세),LPG,5인승,2020~21년형,96200,자차미포함
2023-08-01,2020 쏘나타 (휘발유/만26세),휘발유,5인승,2020~21년형,96200,자차미포함
2023-08-01,2021 쏘나타 DN8 (휘발유),휘발유,5인승,2021~22년형,96200,자차미포함
2023-08-01,3세대 K5 (휘발유),휘발유,5인승,2020~21년형,96200,자차미포함
2023-08-01,2020 K5 DL3,LPG,5인승,2020~21년형,96250,자차미포함
2023-08-01,캐스퍼,휘발유,4인승,2022년형,97500,자차미포함
2023-08-01,쏘나타 디 엣지,LPG,5인승,2023년형,98000,자차미포함
2023-08-01,2023 쏘나타 DN8 (휘),휘발유,5인승,2023년형,98800,자차미포함
2023-08-01,QM6,경유,5인승,2017~19년형,99000,자차미포함
2023-08-01,쏘나타 디 엣지 (휘발유),휘발유,5인승,2023년형,100000,자차미포함
2023-08-01,올뉴카니발 11인승,경유,11인승,2015~18년형,100800,자차미포함
2023-08-01,2021 4세대 투싼 (휘발유),휘발유,5인승,2021년형,103400,자차미포함
2023-08-01,4세대 쏘렌토 (하이브리드),하이브리드,7인승,2021년형,107500,자차미포함
2023-08-01,싼타페TM 7인승,경유,7인승,2018~19년형,108000,자차미포함
2023-08-01,2022 QM6 (휘발유),휘발유,5인승,2022년형,108100,자차미포함
2023-08-01,2021 4세대 투싼,경유,5인승,2020~21년형,110000,자차미포함
2023-08-01,K8 (휘발유),휘발유,5인승,2021~22년형,110700,자차미포함
2023-08-01,셀토스,휘발유,5인승,2019~20년형,111000,자차미포함
2023-08-01,아반떼 (하이브리드),하이브리드,5인승,2022년형,111150,자차미포함
2023-08-01,그랜드스타렉스 12인승,경유,12인승,2015~17년형,111150,자차미포함
2023-08-01,2021 미니쿠퍼컨버터블 S,휘발유,4인승,2021~22년형,112000,자차미포함
2023-08-01,2020 4세대쏘렌토 7인승,경유,7인승,2020~21년형,112500,자차미포함
2023-08-01,2021 4세대 투싼 (하이브리드),휘발유,5인승,2021년형,112800,자차미포함
2023-08-01,디올뉴스포티지,경유,5인승,2021~22년형,115000,자차미포함
2023-08-01,올뉴카니발 9인승,경유,9인승,2015~18년형,115200,자차미포함
2023-08-01,베리뉴 티볼리 (휘발유),휘발유,5인승,2020년형,115500,자차미포함
2023-08-01,K8 (3.5LPG),LPG,5인승,2021~23년형,119600,자차미포함
2023-08-01,올뉴쏘렌토 7인승,경유,7인승,2017~19년형,121000,자차미포함
2023-08-01,더뉴모하비 7인승,경유,7인승,2017~18년형,121500,자차미포함
2023-08-01,팰리세이드2.2 (8인승),경유,8인승,2019~20년형,121500,자차미포함
2023-08-01,토레스,휘발유,5인승,2022~23년형,124200,자차미포함
2023-08-01,2021 아이오닉5,전기,5인승,2021~22년형,124800,자차미포함
2023-08-01,2020 더뉴싼타페 7인승,경유,7인승,2020년형,125000,자차미포함
2023-08-01,더뉴싼타페 7인승 (휘발유),휘발유,7인승,2022년형,125000,자차미포함
2023-08-01,디올뉴그랜저,휘발유,5인승,2023년형,126000,자차미포함
2023-08-01,2021 미니쿠퍼컨버터블,휘발유,4인승,2021~22년형,126000,자차미포함
2023-08-01,BMW 430i 컨버터블,휘발유,4인승,2018~19년형,126000,자차미포함
2023-08-01,팰리세이드3.8 (8인승),휘발유,8인승,2019~20년형,126900,자차미포함
2023-08-01,더뉴스타렉스 12인승,경유,12인승,2018~20년형,127200,자차미포함
2023-08-01,2020 벤츠 C클래스 카브리올레,휘발유,4인승,2020~21년형,128800,자차미포함
2023-08-01,4세대카니발 9인승,경유,9인승,2020~22년형,129600,자차미포함
2023-08-01,스타리아 9인승,경유,9인승,2021년형,129600,자차미포함
2023-08-01,올뉴카니발리무진 7인승,경유,7인승,2017~18년형,131600,자차미포함
2023-08-01,2019 더뉴카니발 11인승,경유,11인승,2019~20년형,132500,자차미포함
2023-08-01,2018 더뉴카니발리무진 7인승,경유,7인승,2018~19년형,133400,자차미포함
2023-08-01,쉐보레 트래버스 (7인승),휘발유,7인승,2019년형,135000,자차미포함
2023-08-01,2020 4세대카니발 11인승,경유,11인승,2020~21년형,135000,자차미포함
2023-08-01,2021 벤츠 E250 아방가르드,휘발유,5인승,2021년형,140000,자차미포함
2023-08-01,더뉴카니발 하이리무진,경유,7인승,2018~19년형,140000,자차미포함
2023-08-01,2021 4세대쏘렌토 7인승 (휘),휘발유,7인승,2021년형,142500,자차미포함
2023-08-01,2021 제네시스 GV70,경유,5인승,2021년형,143500,자차미포함
2023-08-01,2023 4세대카니발 9인승,경유,9인승,2023년형,144000,자차미포함
2023-08-01,2021 아우디 A5 카브리올레,휘발유,4인승,2021년형,145000,자차미포함
2023-08-01,EV6 (전기차),전기,5인승,2022년형,147500,자차미포함
2023-08-01,2023 4세대쏘렌토 5인승,경유,5인승,2023년형,148500,자차미포함
2023-08-01,제네시스 G80,휘발유,5인승,2017~19년형,148500,자차미포함
2023-08-01,2023 4세대카니발 11인승,경유,11인승,2023년형,150000,자차미포함
2023-08-01,더뉴팰리세이드 (휘발유),휘발유,8인승,2023년형,150400,자차미포함
2023-08-01,더 K9,휘발유,5인승,2018~20년형,157500,자차미포함
2023-08-01,2020 올뉴제네시스 G80,휘발유,5인승,2020~21년형,157500,자차미포함
2023-08-01,쏠라티(AT) 15인승,경유,15인승,2017~20년형,159600,자차미포함
2023-08-01,2021 4세대카니발 7인승,경유,7인승,2021~22년형,160000,자차미포함
2023-08-01,2021 제네시스 GV70 (휘),휘발유,5인승,2021년형,164500,자차미포함
2023-08-01,BMW Z4,휘발유,2인승,2020~21년형,165000,자차미포함
2023-08-01,BMW 520i,휘발유,5인승,2019년형,168000,자차미포함
2023-08-01,2023 4세대카니발 7인승,경유,7인승,2023년형,170000,자차미포함
2023-08-01,2019 스타렉스 하이리무진 6인승,경유,6인승,2019년형,171500,자차미포함
2023-08-01,2020 제네시스 GV80 (7인승),경유,7인승,2020~21년형,173900,자차미포함
2023-08-01,2023 더뉴팰리세이드,경유,8인승,2023년형,176000,자차미포함
2023-08-01,스타리아 11인승,경유,11인승,2022년형,183600,자차미포함
2023-08-01,벤츠 E220d 카브리올레,경유,4인승,2019~20년형,190000,자차미포함
2023-08-01,2023 제네시스 GV80 (휘발유),휘발유,7인승,2023년형,249600,자차미포함
2023-08-01,2023 쏠라티(AT) 15인승,경유,15인승,2023년형,343100,자차미포함
2023-08-01,2020 모하비더마스터 (7인승),경유,7인승,2020년형,350000,자차미포함
2023-08-01,포르쉐 718 박스터,휘발유,2인승,2022년형,484000,자차미포함
2023-08-01,2021 벤츠 G클래스 AMG,휘발유,5인승,2021년형,720000,자차미포함
2023-08-01,더뉴모닝 / 넥스트스파크,휘발유,5인승,2016~18년형,0,마감
2023-08-01,2016 더뉴모닝 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-01,더넥스트스파크 (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-01,2018 올뉴모닝,휘발유,5인승,2018년형,0,마감
2023-08-01,올뉴모닝,휘발유,5인승,2017~20년형,0,마감
2023-08-01,레이 (만26세),휘발유,5인승,2016~17년형,0,마감
2023-08-01,엑센트,휘발유,5인승,2016~17년형,0,마감
2023-08-01,엑센트 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-01,2019 엑센트,휘발유,5인승,2019년형,0,마감
2023-08-01,2018 엑센트 (만26세),휘발유,5인승,2018~19년형,0,마감
2023-08-01,2019 더뉴레이,휘발유,5인승,2019년형,0,마감
2023-08-01,더뉴레이 (만26세),휘발유,5인승,2018~20년형,0,마감
2023-08-01,모닝 어반,휘발유,5인승,2020~22년형,0,마감
2023-08-01,2021 더뉴레이 (만26세),휘발유,5인승,2021~22년형,0,마감
2023-08-01,아반떼AD (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-01,뉴K3 (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-01,올뉴쏘울 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-01,올뉴K3 / 더뉴아반떼,휘발유,5인승,2018~19년형,0,마감
2023-08-01,올뉴K3 (만26세),휘발유,5인승,2018~19년형,0,마감
2023-08-01,더뉴아반떼 (만26세),휘발유,5인승,2019년형,0,마감
2023-08-01,2020 올뉴K3,휘발유,5인승,2020~21년형,0,마감
2023-08-01,쏘울 부스터,휘발유,5인승,2019~20년형,0,마감
2023-08-01,2021올뉴K3 / 올뉴아반떼,휘발유,5인승,2021~22년형,0,마감
2023-08-01,올뉴아반떼 LPG,LPG,5인승,2021년형,0,마감
2023-08-01,2023 더뉴아반떼,휘발유,5인승,2023년형,0,마감
2023-08-01,올뉴K5 / LF쏘나타,LPG,5인승,2018년형,0,마감
2023-08-01,올뉴K5 (만26세),LPG,5인승,2016~17년형,0,마감
2023-08-01,LF쏘나타 (만26세),LPG,5인승,2016년형,0,마감
2023-08-01,더뉴K5 / 쏘나타뉴라이즈,LPG,5인승,2018~19년형,0,마감
2023-08-01,더뉴K5 (만26세),LPG,5인승,2018~19년형,0,마감
2023-08-01,2021 쏘나타 DN8,LPG,5인승,2021~22년형,0,마감
2023-08-01,쏘나타뉴라이즈 (휘발유),휘발유,5인승,2017년형,0,마감
2023-08-01,쏘나타뉴라이즈 (휘/만26),휘발유,5인승,2017~18년형,0,마감
2023-08-01,SM6 (휘발유),휘발유,5인승,2017~20년형,0,마감
2023-08-01,2018 더뉴K5 (휘발유),휘발유,5인승,2018~19년형,0,마감
2023-08-01,쏘나타 DN8 (휘/만26세),휘발유,5인승,2019년형,0,마감
2023-08-01,2020 K5 DL3 (휘발유),휘발유,5인승,2020~21년형,0,마감
2023-08-01,K5 DL3 (하이브리드),하이브리드,5인승,2023년형,0,마감
2023-08-01,뉴SM3 ZE,전기,5인승,2019년형,0,마감
2023-08-01,뉴SM3 ZE (전기차),전기,5인승,2019년형,0,마감
2023-08-01,2020 뉴SM3 ZE (전기차),전기,5인승,2020년형,0,마감
2023-08-01,아이오닉EV (전기차),전기,5인승,2017~18년형,0,마감
2023-08-01,볼트EV (전기차),전기,5인승,2017~18년형,0,마감
2023-08-01,코나 일렉트릭 (전기차),전기,5인승,2019년형,0,마감
2023-08-01,2020 코나일렉트릭(전기차),전기,5인승,2020년형,0,마감
2023-08-01,2021 아이오닉5 (전기차),전기,5인승,2021년형,0,마감
2023-08-01,아이오닉6,전기,5인승,2022~23년형,0,마감
2023-08-01,올란도 7인승,경유,7인승,2016년형,0,마감
2023-08-01,티볼리,휘발유,5인승,2016년형,0,마감
2023-08-01,티볼리아머,휘발유,5인승,2018~19년형,0,마감
2023-08-01,2021 코나,휘발유,5인승,2021년형,0,마감
2023-08-01,XM3,휘발유,5인승,2020년형,0,마감
2023-08-01,2022 XM3,휘발유,5인승,2022년형,0,마감
2023-08-01,올뉴투싼 / 올뉴스포티지,경유,5인승,2016~18년형,0,마감
2023-08-01,트레일블레이저,휘발유,5인승,2021년형,0,마감
2023-08-01,디 올뉴코나,휘발유,5인승,2023년형,0,마감
2023-08-01,스포티지더볼드 (휘발유),휘발유,5인승,2020년형,0,마감
2023-08-01,2021 QM6 (휘발유),휘발유,5인승,2021년형,0,마감
2023-08-01,디올뉴스포티지 (휘발유),휘발유,5인승,2022년형,0,마감
2023-08-01,스포티지 (하이브리드),하이브리드,5인승,2022~23년형,0,마감
2023-08-01,디올뉴스포티지 (LPG),LPG,5인승,2022~23년형,0,마감
2023-08-01,니로 (하이브리드),하이브리드,5인승,2022년형,0,마감
2023-08-01,2023 투싼 (하이브리드),하이브리드,5인승,2023년형,0,마감
2023-08-01,싼타페DM 5인승,경유,5인승,2015~16년형,0,마감
2023-08-01,싼타페DM 7인승,경유,7인승,2016년형,0,마감
2023-08-01,올뉴쏘렌토 5인승,경유,5인승,2016~17년형,0,마감
2023-08-01,싼타페TM 7인승(휘발유),휘발유,7인승,2018~19년형,0,마감
2023-08-01,싼타페TM 5인승,경유,5인승,2019년형,0,마감
2023-08-01,더뉴모하비(4WD) 5인승,경유,5인승,2016년형,0,마감
2023-08-01,2023 쏘렌토 5인승(휘),휘발유,5인승,2023년형,0,마감
2023-08-01,2023 쏘렌토 7인승(휘),휘발유,7인승,2023년형,0,마감
2023-08-01,모하비더마스터 (5인승),경유,5인승,2021년형,0,마감
2023-08-01,모하비더마스터 (7인승),경유,7인승,2020년형,0,마감
2023-08-01,그랜저HG / K7 (휘/LPG),휘발유/LPG,5인승,2016년형,0,마감
2023-08-01,2022 폭스바겐 제타,휘발유,5인승,2022년형,0,마감
2023-08-01,볼보 XC40,휘발유,5인승,2022년형,0,마감
2023-08-01,더뉴모닝,휘발유,5인승,2016~17년형,0,마감
2023-08-01,2016 더뉴모닝 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-01,더넥스트스파크,휘발유,5인승,2016~18년형,0,마감
2023-08-01,더넥스트스파크 (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-01,엑센트,휘발유,5인승,2016~17년형,0,마감
2023-08-01,레이 (만26세),휘발유,5인승,2016~17년형,0,마감
2023-08-01,엑센트 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-01,2018 올뉴모닝,휘발유,5인승,2018년형,0,마감
2023-08-01,올뉴모닝,휘발유,5인승,2017~20년형,0,마감
2023-08-01,2019 더뉴레이,휘발유,5인승,2019년형,0,마감
2023-08-01,더뉴레이 (만26세),휘발유,5인승,2018~20년형,0,마감
2023-08-01,2019 엑센트,휘발유,5인승,2019년형,0,마감
2023-08-01,2018 엑센트 (만26세),휘발유,5인승,2018~19년형,0,마감
2023-08-01,모닝 어반,휘발유,5인승,2020~22년형,0,마감
2023-08-01,모닝 어반 (만26세),휘발유,5인승,2021~22년형,0,마감
2023-08-01,2022 더뉴레이,휘발유,5인승,2022년형,0,마감
2023-08-01,2021 더뉴레이 (만26세),휘발유,5인승,2021~22년형,0,마감
2023-08-01,아반떼AD (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-01,뉴K3 (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-01,올뉴크루즈,휘발유,5인승,2017년형,0,마감
2023-08-01,올뉴쏘울 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-01,더뉴아반떼,휘발유,5인승,2018~19년형,0,마감
2023-08-01,올뉴K3,휘발유,5인승,2018~19년형,0,마감
2023-08-01,더뉴아반떼 (만26세),휘발유,5인승,2019년형,0,마감
2023-08-01,올뉴K3 (만26세),휘발유,5인승,2018~19년형,0,마감
2023-08-01,2020 올뉴K3,휘발유,5인승,2020~21년형,0,마감
2023-08-01,쏘울 부스터,휘발유,5인승,2019~20년형,0,마감
2023-08-01,2021 올뉴아반떼,휘발유,5인승,2021~22년형,0,마감
2023-08-01,올뉴아반떼 LPG,LPG,5인승,2021년형,0,마감
2023-08-01,2022 올뉴K3,휘발유,5인승,2022년형,0,마감
2023-08-01,2023 더뉴아반떼,휘발유,5인승,2023년형,0,마감
2023-08-01,올뉴K5,LPG,5인승,2018년형,0,마감
2023-08-01,LF쏘나타,LPG,5인승,2018년형,0,마감
2023-08-01,올뉴K5 (만26세),LPG,5인승,2016~17년형,0,마감
2023-08-01,LF쏘나타 (만26세),LPG,5인승,2016년형,0,마감
2023-08-01,2018 더뉴K5,LPG,5인승,2018~19년형,0,마감
2023-08-01,쏘나타뉴라이즈,LPG,5인승,2018~19년형,0,마감
2023-08-01,더뉴K5 (만26세),LPG,5인승,2018~19년형,0,마감
2023-08-01,쏘나타뉴라이즈 (만26세),LPG,5인승,2017~18년형,0,마감
2023-08-01,쏘나타 DN8,LPG,5인승,2019~20년형,0,마감
2023-08-01,2021 쏘나타 DN8,LPG,5인승,2021~22년형,0,마감
2023-08-01,SM6 (휘발유),휘발유,5인승,2017~20년형,0,마감
2023-08-01,쏘나타뉴라이즈 (휘발유),휘발유,5인승,2017년형,0,마감
2023-08-01,쏘나타뉴라이즈 (휘발유/만26세),휘발유,5인승,2017~18년형,0,마감
2023-08-01,2018 더뉴K5 (휘발유),휘발유,5인승,2018~19년형,0,마감
2023-08-01,쏘나타 DN8 (휘발유),휘발유,5인승,2019~20년형,0,마감
2023-08-01,쏘나타 DN8 (휘발유/만26세),휘발유,5인승,2019년형,0,마감
2023-08-01,2020 K5 DL3 (휘발유),휘발유,5인승,2020~21년형,0,마감
2023-08-01,2023 K5 DL3 (하이브리드),하이브리드,5인승,2023년형,0,마감
2023-08-01,2019 뉴SM3 ZE,전기,5인승,2019년형,0,마감
2023-08-01,2019 뉴SM3 ZE (전기차),전기,5인승,2019년형,0,마감
2023-08-01,2020 뉴SM3 ZE (전기차),전기,5인승,2020년형,0,마감
