,date,name,type,seater,m_year,price,label,year_model,made,category,r_rate,day,holiday,year,month,days,peak_season
0,2023-08-01,모닝 어반,휘발유,5,2021,80000,완전자차포함,2,국산차,경차,4,화요일,평일,2023,8,1,성수기
1,2023-08-01,쏘나타뉴라이즈,LPG,5,2017,81400,완전자차포함,6,국산차,중형차,4,화요일,평일,2023,8,1,성수기
2,2023-08-01,올뉴아반떼,휘발유,5,2020,87220,완전자차포함,3,국산차,준중형,2,화요일,평일,2023,8,1,성수기
3,2023-08-01,올뉴K3,휘발유,5,2022,87220,완전자차포함,1,국산차,준중형,3,화요일,평일,2023,8,1,성수기
4,2023-08-01,더뉴레이,휘발유,5,2022,88320,완전자차포함,1,국산차,경차,3,화요일,평일,2023,8,1,성수기
5,2023-08-01,쏘나타 DN8,LPG,5,2019,90640,완전자차포함,4,국산차,중형차,2,화요일,평일,2023,8,1,성수기
6,2023-08-01,i30,휘발유,5,2018,91080,완전자차포함,5,국산차,준중형,1,화요일,평일,2023,8,1,성수기
7,2023-08-01,트레일블레이저,휘발유,5,2022,92400,완전자차포함,1,외제차,소형SUV,4,화요일,평일,2023,8,1,성수기
8,2023-08-01,더뉴모닝,휘발유,5,2023,93240,완전자차포함,0,국산차,경차,3,화요일,평일,2023,8,1,성수기
9,2023-08-01,베뉴,휘발유,5,2019,94570,완전자차포함,4,국산차,소형SUV,1,화요일,평일,2023,8,1,성수기
10,2023-08-01,더뉴레이,휘발유,5,2023,94720,완전자차포함,0,국산차,경차,3,화요일,평일,2023,8,1,성수기
11,2023-08-01,3세대 K5,LPG,5,2020,95040,완전자차포함,3,국산차,중형차,2,화요일,평일,2023,8,1,성수기
12,2023-08-01,쏘울 부스터,휘발유,5,2019,96200,완전자차포함,4,국산차,소형SUV,3,화요일,평일,2023,8,1,성수기
13,2023-08-01,올뉴K3,휘발유,5,2020,97960,완전자차포함,3,국산차,준중형,3,화요일,평일,2023,8,1,성수기
14,2023-08-01,베뉴,휘발유,5,2023,98000,완전자차포함,0,국산차,소형SUV,1,화요일,평일,2023,8,1,성수기
15,2023-08-01,올뉴카니발,경유,9,2015,98800,완전자차포함,8,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
16,2023-08-01,더뉴스타렉스,경유,12,2018,98800,완전자차포함,5,국산차,승합차,1,화요일,평일,2023,8,1,성수기
17,2023-08-01,더뉴K5,휘발유,5,2018,99960,완전자차포함,5,국산차,중형차,3,화요일,평일,2023,8,1,성수기
18,2023-08-01,쏘나타 DN8,LPG,5,2019,100940,완전자차포함,4,국산차,중형차,2,화요일,평일,2023,8,1,성수기
19,2023-08-01,3세대 K5,LPG,5,2020,100940,완전자차포함,3,국산차,중형차,2,화요일,평일,2023,8,1,성수기
20,2023-08-01,더뉴스타렉스어반,경유,9,2018,102600,완전자차포함,5,국산차,승합차,3,화요일,평일,2023,8,1,성수기
21,2023-08-01,더뉴카니발,경유,9,2018,102600,완전자차포함,5,국산차,대형SUV,2,화요일,평일,2023,8,1,성수기
22,2023-08-01,더뉴카니발,경유,11,2019,102600,완전자차포함,4,국산차,대형SUV,2,화요일,평일,2023,8,1,성수기
23,2023-08-01,코란도,휘발유,5,2020,103400,완전자차포함,3,국산차,준중형,3,화요일,평일,2023,8,1,성수기
24,2023-08-01,쏘나타 DN8,휘발유,5,2019,105840,완전자차포함,4,국산차,중형차,2,화요일,평일,2023,8,1,성수기
25,2023-08-01,3세대 K5,휘발유,5,2020,105840,완전자차포함,3,국산차,중형차,2,화요일,평일,2023,8,1,성수기
26,2023-08-01,코나 일렉트릭,전기,5,2020,106330,완전자차포함,3,국산차,소형SUV,3,화요일,평일,2023,8,1,성수기
27,2023-08-01,LF쏘나타,휘발유,5,2016,107160,완전자차포함,7,국산차,중형차,3,화요일,평일,2023,8,1,성수기
28,2023-08-01,캐스퍼,휘발유,4,2022,107520,완전자차포함,1,국산차,경차,1,화요일,평일,2023,8,1,성수기
29,2023-08-01,쏘나타 디 엣지,LPG,5,2023,107800,완전자차포함,0,국산차,중형차,1,화요일,평일,2023,8,1,성수기
30,2023-08-01,쏘나타 디 엣지,휘발유,5,2023,107800,완전자차포함,0,국산차,중형차,1,화요일,평일,2023,8,1,성수기
31,2023-08-01,올뉴K3,휘발유,5,2022,108580,완전자차포함,1,국산차,준중형,3,화요일,평일,2023,8,1,성수기
32,2023-08-01,올뉴K5,휘발유,5,2016,109040,완전자차포함,7,국산차,중형차,3,화요일,평일,2023,8,1,성수기
33,2023-08-01,쏘나타,휘발유,5,2020,110160,완전자차포함,3,국산차,중형차,1,화요일,평일,2023,8,1,성수기
34,2023-08-01,K5,휘발유,5,2022,112200,완전자차포함,1,국산차,중형차,1,화요일,평일,2023,8,1,성수기
35,2023-08-01,QM6 LPE,LPG,5,2020,112200,완전자차포함,3,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
36,2023-08-01,4세대 투싼,경유,5,2021,112200,완전자차포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
37,2023-08-01,올뉴쏘렌토,경유,7,2017,112200,완전자차포함,6,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
38,2023-08-01,토레스,휘발유,5,2022,113950,완전자차포함,1,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
39,2023-08-01,쏘나타 DN8,휘발유,5,2021,114480,완전자차포함,2,국산차,중형차,2,화요일,평일,2023,8,1,성수기
40,2023-08-01,K5,LPG,5,2022,114480,완전자차포함,1,국산차,중형차,1,화요일,평일,2023,8,1,성수기
41,2023-08-01,티볼리에어,휘발유,5,2020,115710,완전자차포함,3,국산차,소형SUV,2,화요일,평일,2023,8,1,성수기
42,2023-08-01,디올뉴스포티지,경유,5,2021,116600,완전자차포함,2,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
43,2023-08-01,4세대 투싼,휘발유,5,2021,117300,완전자차포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
44,2023-08-01,4세대카니발,경유,9,2020,118900,완전자차포함,3,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
45,2023-08-01,4세대카니발,휘발유,9,2022,118900,완전자차포함,1,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
46,2023-08-01,스타리아,경유,9,2021,118900,완전자차포함,2,국산차,승합차,1,화요일,평일,2023,8,1,성수기
47,2023-08-01,올뉴카니발,경유,11,2015,119600,완전자차포함,8,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
48,2023-08-01,4세대 쏘렌토,하이브리드,7,2021,121800,완전자차포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
49,2023-08-01,QM6,휘발유,5,2022,121900,완전자차포함,1,국산차,중형SUV,2,화요일,평일,2023,8,1,성수기
50,2023-08-01,쏘나타 DN8,휘발유,5,2023,123200,완전자차포함,0,국산차,중형차,2,화요일,평일,2023,8,1,성수기
51,2023-08-01,더뉴싼타페,경유,7,2020,124700,완전자차포함,3,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
52,2023-08-01,QM6,경유,5,2017,124950,완전자차포함,6,국산차,중형SUV,2,화요일,평일,2023,8,1,성수기
53,2023-08-01,아반떼,하이브리드,5,2022,126000,완전자차포함,1,국산차,준중형,1,화요일,평일,2023,8,1,성수기
54,2023-08-01,4세대 투싼,하이브리드,5,2021,126500,완전자차포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
55,2023-08-01,4세대 쏘렌토,경유,7,2020,127600,완전자차포함,3,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
56,2023-08-01,더뉴싼타페,휘발유,7,2022,127600,완전자차포함,1,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
57,2023-08-01,K8,휘발유,5,2021,130200,완전자차포함,2,국산차,준대형,1,화요일,평일,2023,8,1,성수기
58,2023-08-01,그랜드스타렉스,경유,12,2015,131150,완전자차포함,8,국산차,승합차,1,화요일,평일,2023,8,1,성수기
59,2023-08-01,K8,LPG,5,2021,132000,완전자차포함,2,국산차,준대형,1,화요일,평일,2023,8,1,성수기
60,2023-08-01,디올뉴그랜저,LPG,5,2023,134400,완전자차포함,0,국산차,준대형,2,화요일,평일,2023,8,1,성수기
61,2023-08-01,쉐보레 트래버스,휘발유,7,2019,135450,완전자차포함,4,외제차,대형SUV,1,화요일,평일,2023,8,1,성수기
62,2023-08-01,싼타페TM,경유,7,2018,137200,완전자차포함,5,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
63,2023-08-01,셀토스,휘발유,5,2020,137600,완전자차포함,3,국산차,소형SUV,1,화요일,평일,2023,8,1,성수기
64,2023-08-01,팰리세이드2.2,경유,8,2019,138600,완전자차포함,4,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
65,2023-08-01,팰리세이드3.8,휘발유,8,2019,138600,완전자차포함,4,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
66,2023-08-01,4세대카니발,경유,7,2021,139400,완전자차포함,2,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
67,2023-08-01,아이오닉5,전기,5,2021,139650,완전자차포함,2,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
68,2023-08-01,디올뉴그랜저,휘발유,5,2023,140800,완전자차포함,0,국산차,준대형,2,화요일,평일,2023,8,1,성수기
69,2023-08-01,올뉴카니발,경유,7,2017,153000,완전자차포함,6,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
70,2023-08-01,더뉴모하비,경유,7,2017,154350,완전자차포함,6,국산차,대형SUV,3,화요일,평일,2023,8,1,성수기
71,2023-08-01,더뉴카니발리무진,경유,7,2018,155000,완전자차포함,5,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
72,2023-08-01,4세대카니발,경유,11,2020,156600,완전자차포함,3,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
73,2023-08-01,EV6,전기,5,2022,156800,완전자차포함,1,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
74,2023-08-01,4세대카니발,경유,9,2023,156800,완전자차포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
75,2023-08-01,4세대카니발,경유,11,2023,156800,완전자차포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
76,2023-08-01,더뉴팰리세이드,휘발유,8,2023,160600,완전자차포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
77,2023-08-01,제네시스 GV70,휘발유,5,2021,161700,완전자차포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
78,2023-08-01,제네시스 G80,휘발유,5,2017,162800,완전자차포함,6,국산차,준대형,1,화요일,평일,2023,8,1,성수기
79,2023-08-01,더뉴카니발 하이리무진,경유,7,2018,162800,완전자차포함,5,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
80,2023-08-01,더 K9,휘발유,5,2018,163800,완전자차포함,5,국산차,대형차,1,화요일,평일,2023,8,1,성수기
81,2023-08-01,제네시스 GV70,경유,5,2021,165550,완전자차포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
82,2023-08-01,올뉴제네시스 G80,휘발유,5,2020,167700,완전자차포함,3,국산차,준대형,1,화요일,평일,2023,8,1,성수기
83,2023-08-01,4세대 쏘렌토,휘발유,7,2021,168200,완전자차포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
84,2023-08-01,쏘렌토,경유,5,2023,173600,완전자차포함,0,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
85,2023-08-01,제네시스 GV80,경유,7,2020,178500,완전자차포함,3,국산차,준대형,2,화요일,평일,2023,8,1,성수기
86,2023-08-01,4세대카니발,경유,7,2023,183600,완전자차포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
87,2023-08-01,스타리아,경유,11,2022,194300,완전자차포함,1,국산차,승합차,1,화요일,평일,2023,8,1,성수기
88,2023-08-01,더뉴팰리세이드,경유,8,2023,204400,완전자차포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
89,2023-08-01,제네시스 GV80,휘발유,7,2023,275600,완전자차포함,0,국산차,준대형,2,화요일,평일,2023,8,1,성수기
90,2023-08-01,쏘울 부스터,휘발유,5,2019,74400,자차미포함,4,국산차,소형SUV,3,화요일,평일,2023,8,1,성수기
91,2023-08-01,올뉴K3,휘발유,5,2020,81200,자차미포함,3,국산차,준중형,3,화요일,평일,2023,8,1,성수기
92,2023-08-01,베뉴,휘발유,5,2019,82500,자차미포함,4,국산차,소형SUV,1,화요일,평일,2023,8,1,성수기
93,2023-08-01,i30,휘발유,5,2018,82550,자차미포함,5,국산차,준중형,1,화요일,평일,2023,8,1,성수기
94,2023-08-01,더뉴모닝,휘발유,5,2023,84500,자차미포함,0,국산차,경차,3,화요일,평일,2023,8,1,성수기
95,2023-08-01,LF쏘나타,휘발유,5,2016,84800,자차미포함,7,국산차,중형차,3,화요일,평일,2023,8,1,성수기
96,2023-08-01,티볼리에어,휘발유,5,2018,85000,자차미포함,5,국산차,소형SUV,2,화요일,평일,2023,8,1,성수기
97,2023-08-01,더뉴K5,휘발유,5,2018,85800,자차미포함,5,국산차,중형차,3,화요일,평일,2023,8,1,성수기
98,2023-08-01,스토닉,휘발유,5,2018,85800,자차미포함,5,국산차,소형SUV,1,화요일,평일,2023,8,1,성수기
99,2023-08-01,코나,휘발유,5,2017,85800,자차미포함,6,국산차,소형SUV,3,화요일,평일,2023,8,1,성수기
100,2023-08-01,그랜저IG,휘발유,5,2017,85800,자차미포함,6,국산차,준대형,3,화요일,평일,2023,8,1,성수기
101,2023-08-01,올뉴아반떼,휘발유,5,2020,88000,자차미포함,3,국산차,준중형,2,화요일,평일,2023,8,1,성수기
102,2023-08-01,올뉴K5,휘발유,5,2016,88000,자차미포함,7,국산차,중형차,3,화요일,평일,2023,8,1,성수기
103,2023-08-01,베뉴,휘발유,5,2023,89250,자차미포함,0,국산차,소형SUV,1,화요일,평일,2023,8,1,성수기
104,2023-08-01,쏘나타 DN8,LPG,5,2019,91000,자차미포함,4,국산차,중형차,2,화요일,평일,2023,8,1,성수기
105,2023-08-01,올뉴K3,휘발유,5,2022,91200,자차미포함,1,국산차,준중형,3,화요일,평일,2023,8,1,성수기
106,2023-08-01,K7 프리미어,휘발유,5,2019,91200,자차미포함,4,국산차,준대형,1,화요일,평일,2023,8,1,성수기
107,2023-08-01,K7 프리미어,LPG,5,2019,91200,자차미포함,4,국산차,준대형,1,화요일,평일,2023,8,1,성수기
108,2023-08-01,더뉴그랜저,LPG,5,2020,91200,자차미포함,3,국산차,준대형,1,화요일,평일,2023,8,1,성수기
109,2023-08-01,더뉴그랜저,휘발유,5,2019,91200,자차미포함,4,국산차,준대형,1,화요일,평일,2023,8,1,성수기
110,2023-08-01,K5,LPG,5,2022,92500,자차미포함,1,국산차,중형차,1,화요일,평일,2023,8,1,성수기
111,2023-08-01,티볼리에어,휘발유,5,2020,92750,자차미포함,3,국산차,소형SUV,2,화요일,평일,2023,8,1,성수기
112,2023-08-01,올뉴K7,LPG,5,2016,94600,자차미포함,7,국산차,준대형,1,화요일,평일,2023,8,1,성수기
113,2023-08-01,올뉴K7,휘발유,5,2016,94600,자차미포함,7,국산차,준대형,1,화요일,평일,2023,8,1,성수기
114,2023-08-01,더뉴레이,휘발유,5,2023,94900,자차미포함,0,국산차,경차,3,화요일,평일,2023,8,1,성수기
115,2023-08-01,K5,휘발유,5,2022,95000,자차미포함,1,국산차,중형차,1,화요일,평일,2023,8,1,성수기
116,2023-08-01,코나 일렉트릭,전기,5,2020,95000,자차미포함,3,국산차,소형SUV,3,화요일,평일,2023,8,1,성수기
117,2023-08-01,스포티지 더볼드,경유,5,2019,95000,자차미포함,4,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
118,2023-08-01,3세대 K5,LPG,5,2020,96200,자차미포함,3,국산차,중형차,2,화요일,평일,2023,8,1,성수기
119,2023-08-01,쏘나타,휘발유,5,2020,96200,자차미포함,3,국산차,중형차,1,화요일,평일,2023,8,1,성수기
120,2023-08-01,쏘나타 DN8,휘발유,5,2021,96200,자차미포함,2,국산차,중형차,2,화요일,평일,2023,8,1,성수기
121,2023-08-01,3세대 K5,휘발유,5,2020,96200,자차미포함,3,국산차,중형차,2,화요일,평일,2023,8,1,성수기
122,2023-08-01,3세대 K5,LPG,5,2020,96250,자차미포함,3,국산차,중형차,2,화요일,평일,2023,8,1,성수기
123,2023-08-01,캐스퍼,휘발유,4,2022,97500,자차미포함,1,국산차,경차,1,화요일,평일,2023,8,1,성수기
124,2023-08-01,쏘나타 디 엣지,LPG,5,2023,98000,자차미포함,0,국산차,중형차,1,화요일,평일,2023,8,1,성수기
125,2023-08-01,쏘나타 DN8,휘발유,5,2023,98800,자차미포함,0,국산차,중형차,2,화요일,평일,2023,8,1,성수기
126,2023-08-01,QM6,경유,5,2017,99000,자차미포함,6,국산차,중형SUV,2,화요일,평일,2023,8,1,성수기
127,2023-08-01,쏘나타 디 엣지,휘발유,5,2023,100000,자차미포함,0,국산차,중형차,1,화요일,평일,2023,8,1,성수기
128,2023-08-01,올뉴카니발,경유,11,2015,100800,자차미포함,8,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
129,2023-08-01,4세대 투싼,휘발유,5,2021,103400,자차미포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
130,2023-08-01,4세대 쏘렌토,하이브리드,7,2021,107500,자차미포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
131,2023-08-01,싼타페TM,경유,7,2018,108000,자차미포함,5,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
132,2023-08-01,QM6,휘발유,5,2022,108100,자차미포함,1,국산차,중형SUV,2,화요일,평일,2023,8,1,성수기
133,2023-08-01,4세대 투싼,경유,5,2020,110000,자차미포함,3,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
134,2023-08-01,K8,휘발유,5,2021,110700,자차미포함,2,국산차,준대형,1,화요일,평일,2023,8,1,성수기
135,2023-08-01,셀토스,휘발유,5,2019,111000,자차미포함,4,국산차,소형SUV,1,화요일,평일,2023,8,1,성수기
136,2023-08-01,아반떼,하이브리드,5,2022,111150,자차미포함,1,국산차,준중형,1,화요일,평일,2023,8,1,성수기
137,2023-08-01,그랜드스타렉스,경유,12,2015,111150,자차미포함,8,국산차,승합차,1,화요일,평일,2023,8,1,성수기
138,2023-08-01,미니쿠퍼컨버터블 S,휘발유,4,2021,112000,자차미포함,2,외제차,소형차,3,화요일,평일,2023,8,1,성수기
139,2023-08-01,4세대 쏘렌토,경유,7,2020,112500,자차미포함,3,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
140,2023-08-01,4세대 투싼,휘발유,5,2021,112800,자차미포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
141,2023-08-01,디올뉴스포티지,경유,5,2021,115000,자차미포함,2,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
142,2023-08-01,올뉴카니발,경유,9,2015,115200,자차미포함,8,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
143,2023-08-01,베리뉴 티볼리,휘발유,5,2020,115500,자차미포함,3,국산차,소형SUV,3,화요일,평일,2023,8,1,성수기
144,2023-08-01,K8,LPG,5,2021,119600,자차미포함,2,국산차,준대형,1,화요일,평일,2023,8,1,성수기
145,2023-08-01,올뉴쏘렌토,경유,7,2017,121000,자차미포함,6,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
146,2023-08-01,더뉴모하비,경유,7,2017,121500,자차미포함,6,국산차,대형SUV,3,화요일,평일,2023,8,1,성수기
147,2023-08-01,팰리세이드2.2,경유,8,2019,121500,자차미포함,4,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
148,2023-08-01,토레스,휘발유,5,2022,124200,자차미포함,1,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
149,2023-08-01,아이오닉5,전기,5,2021,124800,자차미포함,2,국산차,중형SUV,3,화요일,평일,2023,8,1,성수기
150,2023-08-01,더뉴싼타페,경유,7,2020,125000,자차미포함,3,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
151,2023-08-01,더뉴싼타페,휘발유,7,2022,125000,자차미포함,1,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
152,2023-08-01,디올뉴그랜저,휘발유,5,2023,126000,자차미포함,0,국산차,준대형,2,화요일,평일,2023,8,1,성수기
153,2023-08-01,미니쿠퍼컨버터블,휘발유,4,2021,126000,자차미포함,2,외제차,소형차,3,화요일,평일,2023,8,1,성수기
154,2023-08-01,BMW 430i 컨버터블,휘발유,4,2018,126000,자차미포함,5,외제차,준중형,3,화요일,평일,2023,8,1,성수기
155,2023-08-01,팰리세이드3.8,휘발유,8,2019,126900,자차미포함,4,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
156,2023-08-01,더뉴스타렉스,경유,12,2018,127200,자차미포함,5,국산차,승합차,1,화요일,평일,2023,8,1,성수기
157,2023-08-01,벤츠 C클래스 카브리올레,휘발유,4,2020,128800,자차미포함,3,외제차,중형차,1,화요일,평일,2023,8,1,성수기
158,2023-08-01,4세대카니발,경유,9,2020,129600,자차미포함,3,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
159,2023-08-01,스타리아,경유,9,2021,129600,자차미포함,2,국산차,승합차,1,화요일,평일,2023,8,1,성수기
160,2023-08-01,올뉴카니발,경유,7,2017,131600,자차미포함,6,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
161,2023-08-01,더뉴카니발,경유,11,2019,132500,자차미포함,4,국산차,대형SUV,2,화요일,평일,2023,8,1,성수기
162,2023-08-01,더뉴카니발리무진,경유,7,2018,133400,자차미포함,5,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
163,2023-08-01,쉐보레 트래버스,휘발유,7,2019,135000,자차미포함,4,외제차,대형SUV,1,화요일,평일,2023,8,1,성수기
164,2023-08-01,4세대카니발,경유,11,2020,135000,자차미포함,3,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
165,2023-08-01,벤츠 E250 아방가르드,휘발유,5,2021,140000,자차미포함,2,외제차,중형차,1,화요일,평일,2023,8,1,성수기
166,2023-08-01,더뉴카니발 하이리무진,경유,7,2018,140000,자차미포함,5,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
167,2023-08-01,4세대 쏘렌토,휘발유,7,2021,142500,자차미포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
168,2023-08-01,제네시스 GV70,경유,5,2021,143500,자차미포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
169,2023-08-01,4세대카니발,경유,9,2023,144000,자차미포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
170,2023-08-01,아우디 A5 카브리올레,휘발유,4,2021,145000,자차미포함,2,외제차,중형차,1,화요일,평일,2023,8,1,성수기
171,2023-08-01,EV6,전기,5,2022,147500,자차미포함,1,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
172,2023-08-01,4세대 쏘렌토,경유,5,2023,148500,자차미포함,0,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
173,2023-08-01,제네시스 G80,휘발유,5,2017,148500,자차미포함,6,국산차,준대형,1,화요일,평일,2023,8,1,성수기
174,2023-08-01,4세대카니발,경유,11,2023,150000,자차미포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
175,2023-08-01,더뉴팰리세이드,휘발유,8,2023,150400,자차미포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
176,2023-08-01,더 K9,휘발유,5,2018,157500,자차미포함,5,국산차,대형차,1,화요일,평일,2023,8,1,성수기
177,2023-08-01,올뉴제네시스 G80,휘발유,5,2020,157500,자차미포함,3,국산차,준대형,1,화요일,평일,2023,8,1,성수기
178,2023-08-01,쏠라티,경유,15,2017,159600,자차미포함,6,국산차,승합차,1,화요일,평일,2023,8,1,성수기
179,2023-08-01,4세대카니발,경유,7,2021,160000,자차미포함,2,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
180,2023-08-01,제네시스 GV70,휘발유,5,2021,164500,자차미포함,2,국산차,중형SUV,1,화요일,평일,2023,8,1,성수기
181,2023-08-01,BMW Z4,휘발유,2,2020,165000,자차미포함,3,외제차,스포츠카,3,화요일,평일,2023,8,1,성수기
182,2023-08-01,BMW 520i,휘발유,5,2019,168000,자차미포함,4,외제차,중형차,1,화요일,평일,2023,8,1,성수기
183,2023-08-01,4세대카니발,경유,7,2023,170000,자차미포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
184,2023-08-01,스타렉스 하이리무진,경유,6,2019,171500,자차미포함,4,국산차,승합차,1,화요일,평일,2023,8,1,성수기
185,2023-08-01,제네시스 GV80,경유,7,2020,173900,자차미포함,3,국산차,준대형,2,화요일,평일,2023,8,1,성수기
186,2023-08-01,더뉴팰리세이드,경유,8,2023,176000,자차미포함,0,국산차,대형SUV,1,화요일,평일,2023,8,1,성수기
187,2023-08-01,스타리아,경유,11,2022,183600,자차미포함,1,국산차,승합차,1,화요일,평일,2023,8,1,성수기
188,2023-08-01,벤츠 E220d 카브리올레,경유,4,2019,190000,자차미포함,4,외제차,중형차,1,화요일,평일,2023,8,1,성수기
189,2023-08-01,제네시스 GV80,휘발유,7,2023,249600,자차미포함,0,국산차,준대형,2,화요일,평일,2023,8,1,성수기
190,2023-08-01,쏠라티,경유,15,2023,343100,자차미포함,0,국산차,승합차,1,화요일,평일,2023,8,1,성수기
191,2023-08-01,모하비더마스터,경유,7,2020,350000,자차미포함,3,국산차,대형SUV,4,화요일,평일,2023,8,1,성수기
192,2023-08-01,포르쉐 718 박스터,휘발유,2,2022,484000,자차미포함,1,외제차,스포츠카,1,화요일,평일,2023,8,1,성수기
193,2023-08-01,벤츠 G클래스 AMG,휘발유,5,2021,720000,자차미포함,2,외제차,대형SUV,1,화요일,평일,2023,8,1,성수기
194,2023-08-02,올뉴모닝,휘발유,5,2017,72960,완전자차포함,6,국산차,경차,3,수요일,평일,2023,8,2,성수기
195,2023-08-02,모닝 어반,휘발유,5,2020,77440,완전자차포함,3,국산차,경차,1,수요일,평일,2023,8,2,성수기
196,2023-08-02,모닝 어반,휘발유,5,2021,80000,완전자차포함,2,국산차,경차,1,수요일,평일,2023,8,2,성수기
197,2023-08-02,레이,휘발유,5,2016,80940,완전자차포함,7,국산차,소형SUV,1,수요일,평일,2023,8,2,성수기
198,2023-08-02,쏘나타뉴라이즈,LPG,5,2017,81400,완전자차포함,6,국산차,중형차,3,수요일,평일,2023,8,2,성수기
199,2023-08-02,그랜드스타렉스,경유,12,2015,81700,완전자차포함,8,국산차,승합차,1,수요일,평일,2023,8,2,성수기
200,2023-08-02,올뉴아반떼,휘발유,5,2020,87220,완전자차포함,3,국산차,준중형,3,수요일,평일,2023,8,2,성수기
201,2023-08-02,올뉴K3,휘발유,5,2022,87220,완전자차포함,1,국산차,준중형,3,수요일,평일,2023,8,2,성수기
202,2023-08-02,더뉴레이,휘발유,5,2022,88320,완전자차포함,1,국산차,경차,3,수요일,평일,2023,8,2,성수기
203,2023-08-02,더뉴레이,휘발유,5,2021,88320,완전자차포함,2,국산차,경차,3,수요일,평일,2023,8,2,성수기
204,2023-08-02,XM3,휘발유,5,2020,89320,완전자차포함,3,국산차,소형SUV,4,수요일,평일,2023,8,2,성수기
205,2023-08-02,쏘나타 DN8,LPG,5,2019,90640,완전자차포함,4,국산차,중형차,1,수요일,평일,2023,8,2,성수기
206,2023-08-02,더뉴모닝,휘발유,5,2023,91760,완전자차포함,0,국산차,경차,3,수요일,평일,2023,8,2,성수기
207,2023-08-02,트레일블레이저,휘발유,5,2022,92400,완전자차포함,1,외제차,소형SUV,4,수요일,평일,2023,8,2,성수기
